nonstereo_aromatic_smiles,pPot,chembl_cid,chembl_tid
COc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,8.236572006437063,CHEMBL188823,CHEMBL220
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C,7.890084136976206,CHEMBL184498,CHEMBL230
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,7.720105019988361,CHEMBL185407,CHEMBL230
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1F,7.680061560019691,CHEMBL365252,CHEMBL230
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1OC,6.470005326930858,CHEMBL364166,CHEMBL230
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,8.299988937677888,CHEMBL184341,CHEMBL230
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,7.890084136976206,CHEMBL184122,CHEMBL230
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1F,7.890084136976206,CHEMBL182820,CHEMBL230
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1OC,7.189969213594161,CHEMBL184327,CHEMBL230
COc1ccc(-c2c(-c3cccc(C(N)=O)c3)oc3ncnc(N)c23)cc1,6.7447274948966935,CHEMBL363389,CHEMBL279
COc1ccc(-c2c(-c3cccc(NS(C)(=O)=O)c3)oc3ncnc(N)c23)cc1,7.187086643357144,CHEMBL194150,CHEMBL279
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,7.045757490560675,CHEMBL117862,CHEMBL230
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,7.0,CHEMBL435381,CHEMBL230
COc1ccc(-c2c[nH]c3ncc(-c4cccc(NS(=O)(=O)c5ccccc5)c4)cc23)cc1OC,5.795880017344075,CHEMBL1289468,CHEMBL4005
COc1ccc(-c2c[nH]c3ncc(-c4ccncc4)cc23)cc1OC,5.013228265733755,CHEMBL3319447,CHEMBL4005
COc1ccc(-c2c[nH]c3ncc(-c4cncc(N)c4)cc23)cc1OC,5.838631997765026,CHEMBL1289467,CHEMBL4005
COc1ccc(-c2c[nH]c3ncc(-c4cncc(NS(=O)(=O)c5ccccc5)c4)cc23)cc1OC,7.920818753952375,CHEMBL1290790,CHEMBL4005
COc1ccc(-c2c[nH]c3ncc(C=CC(=O)NCc4ccncc4)cc23)cc1,9.29413628771608,CHEMBL4468662,CHEMBL262
COc1ccc(-c2cc(-c3ccnn3CC(F)(F)F)c3c(N)ncnn23)cc1N1CCOC(C)(C)C1=O,6.200659450546418,CHEMBL4089756,CHEMBL4005
COc1ccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.696803942579511,CHEMBL4545249,CHEMBL230
COc1ccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.917214629683549,CHEMBL4516009,CHEMBL230
COc1ccc(-c2cc(C(=O)NCCCCCCS)[nH]n2)cc1,6.777283528852417,CHEMBL3760046,CHEMBL1865
COc1ccc(-c2cc(C(=O)NCCCCCCS)[nH]n2)cc1OC,7.251811972993799,CHEMBL3760115,CHEMBL1865
COc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.1487416512809245,CHEMBL4520676,CHEMBL230
COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.060480747381382,CHEMBL4440769,CHEMBL230
COc1ccc(-c2cc(C(=O)Nc3ccc(-c4cn5ccnc5c(N5CCOCC5)n4)cc3)ncn2)cc1,5.903089986991944,CHEMBL4469359,CHEMBL4005
COc1ccc(-c2cc(C(=O)OCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.978810700930062,CHEMBL4553634,CHEMBL230
COc1ccc(-c2cc(C(F)(F)F)c3c(N)ncnn23)cc1N1CCOC(C)(C)C1=O,6.568636235841012,CHEMBL4084897,CHEMBL4005
COc1ccc(-c2cc(CNC(=O)NC34CC5CC(C)(CC(C)(C5)C3)C4)no2)cc1,7.823908740944319,CHEMBL3633680,CHEMBL2409
COc1ccc(-c2cc(CNC(=O)NCC34CC5CC(CC(C5)C3)C4)no2)cc1,7.889410289700751,CHEMBL3633667,CHEMBL2409
COc1ccc(-c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)NC(CO)CO)c2)cn1,7.795880017344075,CHEMBL3582359,CHEMBL4005
COc1ccc(-c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)NCCC(C)C)c2)cn1,8.017728766960431,CHEMBL3582351,CHEMBL4005
COc1ccc(-c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)O)c2)cn1,8.0,CHEMBL3582354,CHEMBL4005
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)on2)cc1,6.251811972993799,CHEMBL4288714,CHEMBL230
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)on2)cc1OC,6.468521082957745,CHEMBL4291293,CHEMBL230
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)on2)cc1,5.872895201635192,CHEMBL4293190,CHEMBL230
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)on2)cc1OC,5.876148359032914,CHEMBL4285368,CHEMBL230
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(OC)cc3)on2)cc1,6.187086643357144,CHEMBL4288146,CHEMBL230
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccccc3)on2)cc1,6.431798275933005,CHEMBL4278472,CHEMBL230
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccccc3)on2)cc1OC,5.991399828238082,CHEMBL4289814,CHEMBL230
COc1ccc(-c2cc(Cl)c3c(N)ncnn23)cc1N1CCOC(C)(C)C1=O,6.7447274948966935,CHEMBL4063245,CHEMBL4005
COc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1C,6.4698003017969175,CHEMBL1669040,CHEMBL230
COc1ccc(-c2cc(N)c3c(C(F)(F)F)cc(-c4ccccc4)nc3n2)cc1,5.084072788302884,CHEMBL2237996,CHEMBL220
COc1ccc(-c2cc(N3CC(N)C(N4CCCCC4=O)C3)ncn2)cn1,7.4089353929735005,CHEMBL1683566,CHEMBL284
COc1ccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)cc1,6.920818753952375,CHEMBL391251,CHEMBL284
COc1ccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)cn1,7.812809150974559,CHEMBL237786,CHEMBL284
COc1ccc(-c2cc(N3CC(N)C(c4ccccc4)C3)ncn2)cc1,5.638272163982407,CHEMBL235201,CHEMBL284
COc1ccc(-c2cc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3c2)cn1,7.721246399047171,CHEMBL4648157,CHEMBL4005
COc1ccc(-c2cc(NC(=O)Nc3ccccn3)cc(OC)c2OC)cn1,7.100179497572904,CHEMBL3754785,CHEMBL279
COc1ccc(-c2cc(NC(=O)Nc3ccncc3)cc(C(F)(F)F)c2)cn1,6.438731612125889,CHEMBL3753904,CHEMBL279
COc1ccc(-c2cc(O)cc(-c3ccccc3)c2O)cc1,5.040958607678906,CHEMBL1762684,CHEMBL4822
COc1ccc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cn1,7.508638306165727,CHEMBL4170745,CHEMBL4005
COc1ccc(-c2cc(OCC(=O)NO)c3ncnc(C)c3c2)cn1,7.167491087293763,CHEMBL4470989,CHEMBL4005
COc1ccc(-c2cc(OCCCC(=O)NO)c3ncnc(C)c3c2)cn1,7.136677139879544,CHEMBL4580727,CHEMBL4005
COc1ccc(-c2cc(OCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,7.292429823902063,CHEMBL4580600,CHEMBL4005
COc1ccc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,7.236572006437063,CHEMBL4593985,CHEMBL4005
COc1ccc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,6.991399828238082,CHEMBL4561458,CHEMBL4005
COc1ccc(-c2cc(OCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,6.844663962534938,CHEMBL4442688,CHEMBL4005
COc1ccc(-c2cc(OCCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cn1,6.790484985457369,CHEMBL4448002,CHEMBL4005
COc1ccc(-c2cc(OCCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,6.671620396561263,CHEMBL4524198,CHEMBL4005
COc1ccc(-c2cc(OCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,6.645891560852599,CHEMBL4462577,CHEMBL4005
COc1ccc(-c2cc(OCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,7.769551078621726,CHEMBL4462577,CHEMBL1865
COc1ccc(-c2cc(OCCN(c3ncc(C(=O)NO)cn3)C(C)C)c3ncnc(C)c3c2)cn1,7.086186147616283,CHEMBL4521497,CHEMBL4005
COc1ccc(-c2cc3c(-c4ccncc4)ncnc3s2)cn1,5.9108016331948505,CHEMBL3577915,CHEMBL4005
COc1ccc(-c2cc3c(C)nc(N)cc3n(C3CCC(OCCO)CC3)c2=O)cn1,7.450874073241889,CHEMBL3112721,CHEMBL4005
COc1ccc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cn1,7.866461091629782,CHEMBL3112722,CHEMBL4005
COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC(OCCO)CC3)c2=O)cn1,8.213398685769512,CHEMBL1234354,CHEMBL4005
COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)cn1,8.55284196865778,CHEMBL2057725,CHEMBL4005
COc1ccc(-c2cc3c(C)nc(N)nc3n2C2CCC(OCCO)CC2)cn1,5.255628772668139,CHEMBL3112717,CHEMBL4005
COc1ccc(-c2cc3c(NC(=O)C(C)C)ncnc3o2)cc1,6.886056647693163,CHEMBL183077,CHEMBL262
COc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,6.500312917381596,CHEMBL362030,CHEMBL262
COc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,7.508864383480216,CHEMBL181959,CHEMBL262
COc1ccc(-c2cc3c(NC(=O)C4CCCCC4)ncnc3o2)cc1,5.739928612014925,CHEMBL360340,CHEMBL262
COc1ccc(-c2cc3c(NC(=O)CC4CCCC4)ncnc3o2)cc1,6.494850021680094,CHEMBL182891,CHEMBL262
COc1ccc(-c2cc3c(NC(=O)CCSC)ncnc3o2)cc1,6.270025714300445,CHEMBL182560,CHEMBL262
COc1ccc(-c2cc3c(NC(=O)N4CCCC4)ncnc3o2)cc1,5.709965388637482,CHEMBL181856,CHEMBL262
COc1ccc(-c2cc3c(NC(=O)c4ccco4)ncnc3o2)cc1,5.619788758288394,CHEMBL183742,CHEMBL262
COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C(OC(C)=O)CCC24C)O3)cc1,5.455931955649724,CHEMBL3632853,CHEMBL220
COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc1,7.586703473032976,CHEMBL278342,CHEMBL220
COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc1OC,9.0,CHEMBL283509,CHEMBL220
COc1ccc(-c2cc3c(c(=O)o2)CC2C(C)(CCC4(O)C(C)(C)C(=O)CCC24C)O3)cc1,5.6020599913279625,CHEMBL3632852,CHEMBL220
COc1ccc(-c2ccc(C=CC(=O)NO)cc2)cc1,7.434152181326482,CHEMBL561209,CHEMBL1865
COc1ccc(-c2ccc(C=CC=CC(=O)NO)cc2)cc1,5.486782399932061,CHEMBL538364,CHEMBL1865
COc1ccc(-c2ccc(C=NN3CC(=O)N(CCC4CCN(Cc5ccccc5)CC4)C3=O)o2)cc1,6.96657624451305,CHEMBL4639168,CHEMBL220
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c(C#N)c1,7.494850021680094,CHEMBL2391125,CHEMBL262
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,6.896196279044043,CHEMBL2391126,CHEMBL262
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c(C#N)c1,7.853871964321762,CHEMBL2391118,CHEMBL262
COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,7.1249387366083,CHEMBL2391119,CHEMBL262
COc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,6.75448733218585,CHEMBL2391131,CHEMBL262
COc1ccc(-c2ccc(Cn3cc(-c4ccc(C(F)(F)F)cc4)nn3)cc2)cn1,7.119987161633228,CHEMBL4528844,CHEMBL279
COc1ccc(-c2ccc(Cn3cc(-c4ccc(C)cc4)nn3)cc2)cn1,7.016960383953898,CHEMBL4449700,CHEMBL279
COc1ccc(-c2ccc(Cn3cc(-c4ccc(NC(=O)C5CC5)cc4)nn3)cc2)cn1,9.2839966563652,CHEMBL4473253,CHEMBL279
COc1ccc(-c2ccc(Cn3cc(-c4cccc(C)c4)nn3)cc2)cn1,7.955852379121277,CHEMBL4556899,CHEMBL279
COc1ccc(-c2ccc(Cn3cc(-c4cccc(Cl)c4)nn3)cc2)cn1,8.787812395596042,CHEMBL4452256,CHEMBL279
COc1ccc(-c2ccc(Cn3cc(-c4cccc(N)c4)nn3)cc2)cn1,8.732828271596986,CHEMBL4441465,CHEMBL279
COc1ccc(-c2ccc(Cn3cc(-c4ccccc4)nn3)cc2)cn1,7.976336081802207,CHEMBL4470400,CHEMBL279
COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,7.585026652029182,CHEMBL219998,CHEMBL279
COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,7.67778070526608,CHEMBL184223,CHEMBL279
COc1ccc(-c2ccc(OC(F)(F)F)c(NC(=O)Nc3cc(C(=O)OCCN(C)C)ccc3OC)c2)cn1,5.267606240177031,CHEMBL3633275,CHEMBL279
COc1ccc(-c2ccc(OC(F)(F)F)c(NC(=O)Nc3nccs3)c2)cn1,6.408490191005345,CHEMBL3753157,CHEMBL279
COc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(Cc5ccc(C(=O)O)o5)CC4)c3c2)cc1,6.522878745280337,CHEMBL3734895,CHEMBL262
COc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(Cc5ccc(C(=O)O)o5)CC4)c3c2)cn1,7.67778070526608,CHEMBL3736035,CHEMBL262
COc1ccc(-c2ccc3c(N4CCOCC4)nc(C#N)nc3n2)cc1CO,5.585026652029182,CHEMBL4239569,CHEMBL4005
COc1ccc(-c2ccc3c(N4CCOCC4)nc(C(N)=O)nc3n2)cc1CO,5.494850021680094,CHEMBL4239931,CHEMBL4005
COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4CC(C)OC(C)C4)nc3n2)cc1CO,5.050609993355087,CHEMBL1078983,CHEMBL4005
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(C(C)(C)C)nc3n2)cc1CO,6.3979400086720375,CHEMBL4238656,CHEMBL4005
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(C(C)C)nc3n2)cc1CO,5.522878745280337,CHEMBL4250280,CHEMBL4005
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1CO,5.443697499232712,CHEMBL1801204,CHEMBL4005
COc1ccc(-c2ccc3c(NC(=O)c4ccc(C(=O)NO)cc4)n[nH]c3c2)cc1,7.387216143280264,CHEMBL4217830,CHEMBL1865
COc1ccc(-c2ccc3c(NC(=O)c4ccc(C(=O)NO)cc4)n[nH]c3c2)cc1OC,7.481486060122112,CHEMBL4211463,CHEMBL1865
COc1ccc(-c2ccc3c(c2)ncn3-c2ccccc2)cc1,6.94692155651658,CHEMBL81026,CHEMBL279
COc1ccc(-c2ccc3nc(C=CC(=O)NO)ccc3c2)cc1,7.309803919971486,CHEMBL4636226,CHEMBL1865
COc1ccc(-c2ccc3nc(N)sc3c2)cn1,5.771848267039621,CHEMBL1645105,CHEMBL4005
COc1ccc(-c2ccc3nc(NC(C)=O)nn3c2)cc1OC,6.499996931948306,CHEMBL2064482,CHEMBL4005
COc1ccc(-c2ccc3ncc(-c4ccc(C(N)=O)cc4)n3n2)cc1OC,8.045757490560675,CHEMBL3355068,CHEMBL4005
COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1OC,6.896196279044043,CHEMBL3944013,CHEMBL4005
COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cn1,6.3788237182249645,CHEMBL3947814,CHEMBL4005
COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1OC,6.3872161432802645,CHEMBL4588314,CHEMBL4005
COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cn1,6.586700235918748,CHEMBL4581278,CHEMBL4005
COc1ccc(-c2ccc3ncnc(-c4cncc(C(=O)N5CCN(C)CC5)c4)c3c2)cn1,6.335358024443874,CHEMBL4460621,CHEMBL4005
COc1ccc(-c2ccc3ncnc(N4CCCC(C(=O)N5CCN(C)CC5)C4)c3c2)cn1,6.399027104313252,CHEMBL4454454,CHEMBL4005
COc1ccc(-c2ccc3ncnc(NC4CCN(C(=O)C5CC5)C4)c3c2)cn1,7.595166283380061,CHEMBL4228563,CHEMBL4005
COc1ccc(-c2ccc3ncnc(OC4CCN(C(=O)OC(C)(C)C)C4)c3c2)cc1OC,6.4945025249966175,CHEMBL3910692_CHEMBL3930000,CHEMBL4005
COc1ccc(-c2ccc3ncnc(OC4CCN(C(C)=O)C4)c3c2)cc1OC,6.5348413794704,CHEMBL3914282_CHEMBL3969716,CHEMBL4005
COc1ccc(-c2ccc3ncnc(OC4CCN(C)C4)c3c2)cc1OC,6.063137471360875,CHEMBL3921081_CHEMBL3948901,CHEMBL4005
COc1ccc(-c2cccc(C3(c4ccc(OC(F)(F)F)cc4)N=C(N)N(C)C3=O)c2)cn1,6.0458781614395525,CHEMBL566212,CHEMBL4822
COc1ccc(-c2cccc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)c2)cn1,6.991399828238082,CHEMBL3582355,CHEMBL4005
COc1ccc(-c2cccc3c(=O)nc(N4CCOCC4)oc23)cc1,5.552841968657781,CHEMBL3765105,CHEMBL4005
COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,5.147886139150239,CHEMBL3360318,CHEMBL262
COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,7.720105019988361,CHEMBL54039,CHEMBL230
COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1F,7.4800408192479315,CHEMBL442166,CHEMBL230
COc1ccc(-c2ccccc2-c2nc3ccccc3o2)cc1Cl,6.173925197299173,CHEMBL3287567,CHEMBL230
COc1ccc(-c2ccccc2C=C2Cc3cc(OC)ccc3C2=O)cc1,7.673664139071248,CHEMBL4244803,CHEMBL220
COc1ccc(-c2ccn3ncc(C=NN(C)S(=O)(=O)c4cc([N+](=O)[O-])ccc4C)c3n2)cc1OC,6.632644078973981,CHEMBL3612504,CHEMBL4005
COc1ccc(-c2ccn3ncc(C=NN(C)S(=O)(=O)c4cc([N+](=O)[O-])ccc4C)c3n2)cn1,5.987162775294828,CHEMBL3612506,CHEMBL4005
COc1ccc(-c2ccnc(NC3COC4C(NC(=O)Nc5cc(OC)cc(OC)c5)COC34)n2)cc1,6.375717904164332,CHEMBL4751581,CHEMBL262
COc1ccc(-c2ccnc(NC3COC4C(NC(=O)Nc5ccc(C(C)=O)cc5)COC34)n2)cc1,6.3851027839668655,CHEMBL4758751,CHEMBL262
COc1ccc(-c2ccnc(NC3COC4C(NC(=O)Nc5cccc(C#N)c5)COC34)n2)cc1,7.060480747381382,CHEMBL4747194,CHEMBL262
COc1ccc(-c2ccnc(NC3COC4C(NC(=O)Nc5cccc(C(F)(F)F)c5)COC34)n2)cc1,5.010995384301463,CHEMBL4780397,CHEMBL262
COc1ccc(-c2ccnc(NC3COC4C(NC(=O)Nc5ccccc5)COC34)n2)cc1,6.251811972993799,CHEMBL4741384,CHEMBL262
COc1ccc(-c2ccnc(Nc3ccc(Cl)cc3)n2)cc1,6.258060922270801,CHEMBL3134606,CHEMBL4005
COc1ccc(-c2ccnc(Nc3ccc(Cl)cc3Cl)n2)cc1,6.131943638176958,CHEMBL3134608,CHEMBL4005
COc1ccc(-c2ccnc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,6.278189384787453,CHEMBL3134607,CHEMBL4005
COc1ccc(-c2ccnc(Nc3cccc(OC)c3)n2)cc1,6.211124884224583,CHEMBL3134605,CHEMBL4005
COc1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1,7.1487416512809245,CHEMBL83656,CHEMBL279
COc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1,5.366531544420413,CHEMBL511563,CHEMBL279
COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1,7.431798275933005,CHEMBL329350,CHEMBL279
COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,7.721246399047171,CHEMBL92461,CHEMBL279
COc1ccc(-c2cnc3c(-c4cn[nH]c4)cnn3c2)cc1,7.886056647693163,CHEMBL2385600,CHEMBL279
COc1ccc(-c2cnc3cc(-c4ccccc4)ccn23)cn1,5.546681659952963,CHEMBL353281,CHEMBL279
COc1ccc(-c2cnc3nc(N)nc(C)c3c2)cn1,6.3829996588791005,CHEMBL3327142,CHEMBL4005
COc1ccc(-c2cncc(-c3nc(-c4ccccc4)c(NC(C)=O)o3)c2)cc1,5.393618634889395,CHEMBL431038,CHEMBL279
COc1ccc(-c2cnsc2-c2ccc(OC)cc2)cc1,6.096910013008056,CHEMBL473946,CHEMBL230
COc1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,7.267606240177031,CHEMBL576183,CHEMBL262
COc1ccc(-c2coc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc23)cc1,7.602059991327962,CHEMBL469509,CHEMBL262
COc1ccc(-c2coc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc23)cc1,8.455931955649724,CHEMBL471833,CHEMBL262
COc1ccc(-c2coc3ccc(-c4nnc(SCc5cccc(C(F)(F)F)c5)o4)cc23)cc1,8.075720713938118,CHEMBL471832,CHEMBL262
COc1ccc(-c2coc3ncnc(N)c23)cc1,5.259637310505756,CHEMBL196022,CHEMBL279
COc1ccc(-c2csc(C3(NC(=O)CC(N)Cc4ccccc4F)CCS(=O)(=O)CC3)n2)cc1,6.173925197299173,CHEMBL2206477,CHEMBL284
COc1ccc(-c2csc(NC(=O)CCN3CCCC3)n2)cc1,6.292429823902063,CHEMBL513063,CHEMBL220
COc1ccc(-c2csc(NC(=O)CN3CCN(c4nnc(-c5ccccc5)c5ccccc45)CC3)n2)cc1,5.84163750790475,CHEMBL3753739,CHEMBL279
COc1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,7.214670164989233,CHEMBL2322244,CHEMBL4005
COc1ccc(-c2nc(C(=O)NO)co2)cc1,6.709965388637482,CHEMBL3769415,CHEMBL1865
COc1ccc(-c2nc(Cl)c(-c3ccccc3)c(Nc3ccc(NC(=O)CN4CCCC4)cc3)n2)cc1,6.692503962086787,CHEMBL4248249,CHEMBL279
COc1ccc(-c2nc(Cl)c(-c3ccccc3)c(Oc3ccc(OCCN(C)C)cc3)n2)cc1,6.995678626217357,CHEMBL4242446,CHEMBL279
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,7.631761908986151,CHEMBL3622533,CHEMBL4005
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1,6.3872161432802645,CHEMBL4570156,CHEMBL220
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4cc(F)cc(F)c4)CC3)sc2-c2ccc(OC)cc2)cc1,5.610833915635467,CHEMBL4514685,CHEMBL220
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccc(F)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,5.935542010773082,CHEMBL4520251,CHEMBL220
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4cccc(F)c4)CC3)sc2-c2ccc(OC)cc2)cc1,6.2441251443275085,CHEMBL4571742,CHEMBL220
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccccc4C#N)CC3)sc2-c2ccc(OC)cc2)cc1,5.552841968657781,CHEMBL4587025,CHEMBL220
COc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(OC)cc2)cc1,5.872895201635192,CHEMBL4593583,CHEMBL220
COc1ccc(-c2nc(NC3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,6.1249387366083,CHEMBL4544950,CHEMBL220
COc1ccc(-c2nc(NC3CCN(Cc4ccc(C)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,6.080921907623926,CHEMBL4555730,CHEMBL220
COc1ccc(-c2nc(NCC(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1,5.09963287134353,CHEMBL3935079,CHEMBL230
COc1ccc(-c2nc(NCC(=O)N3CCOCC3)sc2-c2ccc(OC)cc2)cc1,5.161780778092375,CHEMBL3927662,CHEMBL230
COc1ccc(-c2nc(NCC(=O)O)sc2-c2ccc(OC)cc2)cc1,5.0347982989740885,CHEMBL3909479,CHEMBL230
COc1ccc(-c2nc(NCC3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1,6.443697499232712,CHEMBL4559797,CHEMBL220
COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,6.161150909262744,CHEMBL4527770,CHEMBL220
COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(OC)cc2)cc1,6.229147988357855,CHEMBL4566786,CHEMBL220
COc1ccc(-c2nc(NCCCOc3ccc(C=CC(=O)NO)cc3OC)cc3c2[nH]c2ccccc23)cc1,7.886056647693163,CHEMBL4442355,CHEMBL1865
COc1ccc(-c2nc(NCCOc3ccc(C=CC(=O)NO)cc3OC)cc3c2[nH]c2ccccc23)cc1,7.769551078621726,CHEMBL4555936,CHEMBL1865
